ID	Object.Symbol	Object.Name	Phenol.HS.logFC	Phenol.HS.p.value	Phenol.HS.FDR	RNeasy.HS.logFC	RNeasy.HS.p.value	RNeasy.HS.FDR	Direct.zol.HS.logFC	Direct.zol.HS.p.value	Direct.zol.HS.FDR	DB	Object.ID	Object.Synonym	Object.Type	Taxon	GO.ID
YGR174W-A	YGR174W-A	Putative protein of unknown function	1.59969565923827	0.123303776068544	0.155120695568442	2.89217369872084	0.00275259120881686	0.00448825288770971	2.72649741466331	0.0220233961889712	0.0313703799148898	SGD	S000028639	YGR174W-A	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YGR175C	ERG1	Squalene epoxidase	-0.355252518690055	1.00151578439414e-4	2.01608287187708e-4	-0.469806064518338	2.92351559989987e-6	7.29325821139492e-6	-0.477312806558164	2.3286367794623e-6	5.90712960045103e-6	SGD	S000003407	YGR175C|squalene monooxygenase	protein	taxon:559292	GO:0004506|GO:0004506|GO:0004506|GO:0004506|GO:0004506|GO:0004506|GO:0005783|GO:0005783|GO:0005783|GO:0005783|GO:0005789|GO:0005811|GO:0005811|GO:0005811|GO:0005811|GO:0006629|GO:0006694|GO:0006696|GO:0006696|GO:0008202|GO:0016020|GO:0016020|GO:0016126|GO:0016126|GO:0016491|GO:0043231|GO:0050660
YGR177C	ATF2	Alcohol acetyltransferase	-1.59083531355614	7.43884283948161e-13	1.18016236399343e-11	-1.77767835267061	1.03453641006308e-13	2.3046232941961e-12	-1.84723855637511	5.07812928477024e-14	1.30739556585971e-12	SGD	S000003409	YGR177C|alcohol O-acetyltransferase	protein	taxon:559292	GO:0004026|GO:0004026|GO:0005737|GO:0005783|GO:0005783|GO:0005783|GO:0005789|GO:0005789|GO:0005811|GO:0005811|GO:0008202|GO:0009636|GO:0016020|GO:0016740|GO:0016746|GO:1901089
YGR178C	PBP1	Component of glucose deprivation induced stress granules	0.108449090175474	0.134574720028948	0.168146787264778	0.0448603501220181	0.525974370109921	0.575376360891769	0.115754989355046	0.111203348802324	0.140924796517626	SGD	S000003410	YGR178C|MRS16	protein	taxon:559292	GO:0003723|GO:0003729|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005844|GO:0010494|GO:0010494|GO:0034063|GO:0043007|GO:0044877|GO:0045727|GO:0045727|GO:1901524|GO:1904262
YGR179C	OKP1	Outer kinetochore protein required for accurate chromosome segregation	-0.207651612057395	0.0277732052986015	0.0392556501571854	-0.295165206411494	0.00159277771185876	0.00268512497662577	-0.330291462729524	5.80300347113678e-4	0.00103824724958244	SGD	S000003411	YGR179C	protein	taxon:559292	GO:0000775|GO:0000776|GO:0000776|GO:0000817|GO:0003674|GO:0005634|GO:0005634|GO:0005694|GO:0007049|GO:0008608|GO:0051301|GO:0051321
YGR180C	RNR4	Ribonucleotide-diphosphate reductase (RNR) small subunit	-0.462943486636138	2.15260376341866e-5	4.80813702103026e-5	-0.495732499589808	8.62471878747941e-6	2.00901187628985e-5	-0.422035788220927	6.52632964310595e-5	1.33539215931794e-4	SGD	S000003412	YGR180C|PSO3|CRT3|ribonucleotide-diphosphate reductase subunit RNR4	protein	taxon:559292	GO:0004748|GO:0004748|GO:0004748|GO:0004748|GO:0004748|GO:0004748|GO:0004748|GO:0004748|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005971|GO:0005971|GO:0006260|GO:0009263|GO:0009263|GO:0009263|GO:0009263|GO:0009263|GO:0016491|GO:0016491
YGR181W	TIM13	Mitochondrial intermembrane space protein	-0.391119248994015	0.00139543754085629	0.00238811031044501	-0.64136506834742	4.592060150917e-6	1.11248011084947e-5	-0.694969747045492	1.17739407361333e-6	3.13864814355598e-6	SGD	S000003413	YGR181W|protein translocase subunit TIM13	protein	taxon:559292	GO:0005739|GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0005758|GO:0005758|GO:0005758|GO:0008270|GO:0015031|GO:0015031|GO:0016020|GO:0042719|GO:0042719|GO:0042719|GO:0045039|GO:0045039|GO:0045039|GO:0045039|GO:0046872|GO:0140318|GO:0140318|GO:0140318
YGR183C	QCR9	Subunit 9 of ubiquinol cytochrome-c reductase (Complex III)	0.753914208515819	0.00457120917540041	0.00730945188221205	0.800065932190425	0.00282628558434589	0.00459819744459821	0.761071006515081	0.00362317580605165	0.00579826662527895	SGD	S000003415	YGR183C|UCR9|ubiquinol--cytochrome-c reductase subunit 9	protein	taxon:559292	GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0005750|GO:0005750|GO:0005750|GO:0006122|GO:0006122|GO:0006122|GO:0008121|GO:0009060|GO:0016020|GO:0034551|GO:0070469|GO:1902600
YGR184C	UBR1	E3 ubiquitin ligase (N-recognin)	0.660717709499817	6.67748317872623e-9	2.77501055657882e-8	0.737880905358436	9.77089132391943e-10	4.85023872753321e-9	0.625799810464269	1.82137972798799e-8	6.7925660757875e-8	SGD	S000003416	YGR184C|PTR1|E3 ubiquitin-protein ligase UBR1	protein	taxon:559292	GO:0000209|GO:0000209|GO:0000209|GO:0004842|GO:0005737|GO:0005737|GO:0006513|GO:0008270|GO:0008270|GO:0008540|GO:0008540|GO:0008540|GO:0016567|GO:0016740|GO:0030433|GO:0030433|GO:0030433|GO:0046872|GO:0061630|GO:0071596|GO:0071596|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0071629|GO:0072671|GO:0090089|GO:0120174|GO:1904855|GO:1904855|GO:1904855|GO:1990116|GO:1990303|GO:1990303
YGR185C	TYS1	Cytoplasmic tyrosyl-tRNA synthetase	-1.16488444578751	9.84486622098136e-13	1.48051427946488e-11	-1.21340868981344	4.41012540074686e-13	7.11193299516045e-12	-1.13050504279731	1.68821576324598e-12	2.24712379099899e-11	SGD	S000003417	YGR185C|TyrRS|TTS1|tyrosine--tRNA ligase TYS1	protein	taxon:559292	GO:0000166|GO:0000166|GO:0000166|GO:0003729|GO:0004812|GO:0004812|GO:0004831|GO:0004831|GO:0004831|GO:0004831|GO:0004831|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0006412|GO:0006418|GO:0006437|GO:0006437|GO:0006437|GO:0010494|GO:0016874|GO:1990825
YGR186W	TFG1	TFIIF (Transcription Factor II) largest subunit	0.0553997032193574	0.373896461011028	0.424192544672349	0.125482939058676	0.050084938403643	0.0673845034218163	0.206548174181327	0.00260371522456162	0.00425377355084239	SGD	S000003418	YGR186W|SSU71|RAP74|transcription factor IIF subunit TFG1	protein	taxon:559292	GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0001174|GO:0003677|GO:0003677|GO:0005634|GO:0005634|GO:0005634|GO:0005674|GO:0005674|GO:0006367|GO:0006367|GO:0006367|GO:0006367|GO:0006367|GO:0006368|GO:0006368|GO:0032968|GO:0072542
YGR187C	HGH1	Chaperone protein for translation factor eEF2	-1.45473211921758	2.75864014731521e-7	8.34701941481459e-7	-1.44751657008319	1.53598451284525e-7	4.7205387907862e-7	-1.43739798108924	1.93294377493361e-7	5.84787607932726e-7	SGD	S000003419	YGR187C	protein	taxon:559292	GO:0005634|GO:0005737|GO:0005737|GO:0061077|GO:0061770
YGR188C	BUB1	Protein kinase involved in the cell cycle checkpoint into anaphase	-1.11612344501417	2.83184272201194e-11	2.45901135772338e-10	-1.01756995666726	4.65274743740946e-11	3.57014738007758e-10	-0.916493413927986	4.13148268959493e-10	2.3096955607545e-9	SGD	S000003420	YGR188C|protein kinase BUB1	protein	taxon:559292	GO:0000166|GO:0000776|GO:0000776|GO:0000776|GO:0000776|GO:0000776|GO:0000779|GO:0004672|GO:0004672|GO:0004672|GO:0004674|GO:0004674|GO:0005515|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0006468|GO:0006468|GO:0007049|GO:0007094|GO:0007094|GO:0016236|GO:0016301|GO:0016310|GO:0016740|GO:0031134|GO:0034501|GO:0034501|GO:0034508
YGR189C	CRH1	Chitin transglycosylase	-0.00305941878561874	0.978232019091802	0.982584180709938	0.183951327213992	0.112215006517491	0.142668851691071	0.250393811683397	0.0348458037255746	0.0481508634343509	SGD	S000003421	YGR189C|transglycosylase	protein	taxon:559292	GO:0000131|GO:0004553|GO:0005576|GO:0005975|GO:0006037|GO:0006037|GO:0008152|GO:0009277|GO:0009277|GO:0016020|GO:0016020|GO:0016757|GO:0016757|GO:0016757|GO:0016787|GO:0016798|GO:0016798|GO:0031505|GO:0031505|GO:0031505|GO:0071555|GO:0071555|GO:0071944
YGR191W	HIP1	High-affinity histidine permease	-0.371920049905654	8.50785597392165e-4	0.00150018367578613	-0.321388673555085	0.0031106735857717	0.00502467087189871	-0.433765734835751	1.99155863303347e-4	3.81044034305722e-4	SGD	S000003423	YGR191W|histidine permease	protein	taxon:559292	GO:0005291|GO:0005783|GO:0005886|GO:0006828|GO:0006865|GO:0006865|GO:0006865|GO:0015817|GO:0015817|GO:0016020|GO:0016020|GO:0016020|GO:0016020|GO:0016020|GO:0022857|GO:0055085|GO:0055085|GO:0071702|GO:0071705|GO:0071944|GO:0089709
YGR192C	TDH3	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 3	0.388812098005678	0.00681498787463665	0.0106563609014697	0.147940055948262	0.266301233970025	0.311826898744075	0.116153094946452	0.379997880203173	0.43020010738527	SGD	S000003424	YGR192C|GLD1|HSP35|HSP36|SSS2|GAPDH|GPD|glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3	protein	taxon:559292	GO:0003723|GO:0003729|GO:0004365|GO:0004365|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005811|GO:0005829|GO:0005829|GO:0005829|GO:0005829|GO:0005886|GO:0006006|GO:0006094|GO:0006096|GO:0006096|GO:0006096|GO:0006915|GO:0009277|GO:0015886|GO:0016491|GO:0016620|GO:0016620|GO:0016620|GO:0016620|GO:0020037|GO:0030312|GO:0050661|GO:0051287|GO:0051287|GO:0072593|GO:1904408
YGR193C	PDX1	E3-binding protein of the mitochondrial pyruvate dehydrogenase complex	0.214372678694783	0.00214246439676337	0.00357280284346619	0.166829806715808	0.011941642794511	0.0177731853964958	0.173054027756831	0.0095150597742014	0.0143471361095716	SGD	S000003425	YGR193C	protein	taxon:559292	GO:0005198|GO:0005198|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005759|GO:0005967|GO:0005967|GO:0005967|GO:0006086|GO:0006086|GO:0006086|GO:0006086|GO:0016746|GO:0016746|GO:0044281|GO:0045254
YGR194C	XKS1	Xylulokinase	1.23497879772462	8.46705208042337e-8	2.80958709508678e-7	1.36576724057662	1.35527342849701e-8	5.04467661717023e-8	1.42007739921976	7.842909415006e-9	3.15741172676944e-8	SGD	S000003426	YGR194C|xylulokinase	protein	taxon:559292	GO:0000166|GO:0004856|GO:0004856|GO:0004856|GO:0005524|GO:0005737|GO:0005737|GO:0005737|GO:0005975|GO:0005975|GO:0005975|GO:0005998|GO:0016301|GO:0016301|GO:0016301|GO:0016310|GO:0016740|GO:0042732|GO:0042732|GO:0046835
YGR195W	SKI6	Exosome non-catalytic core component	-0.425850238561709	0.00198030592501813	0.00332030727787959	-0.689507100134856	6.49444197221508e-6	1.5353352548088e-5	-0.587162137243048	4.65724012666107e-5	9.70120636745937e-5	SGD	S000003427	YGR195W|ECM20|RRP41|exosome non-catalytic core subunit SKI6	protein	taxon:559292	GO:0000176|GO:0000176|GO:0000176|GO:0000177|GO:0000177|GO:0000177|GO:0000178|GO:0000467|GO:0000467|GO:0000467|GO:0003674|GO:0003723|GO:0005634|GO:0005730|GO:0005730|GO:0005730|GO:0005737|GO:0005737|GO:0006364|GO:0016075|GO:0034427|GO:0034473|GO:0034473|GO:0034475|GO:0034475|GO:0034475|GO:0034476|GO:0034476|GO:0070478|GO:0070478|GO:0070478|GO:0070478|GO:0070481|GO:0070651|GO:0071028|GO:0071028|GO:0071038|GO:0071038|GO:0071038|GO:0071039|GO:0071051
YGR196C	FYV8	Protein of unknown function	0.281960995554105	1.18609911544991e-4	2.35694035466858e-4	0.22985173894879601	7.38191675735948e-4	0.00130832884558273	0.349071290190056	6.54311667880811e-6	1.55184221836782e-5	SGD	S000003428	YGR196C	protein	taxon:559292	GO:0003674|GO:0005737|GO:0008150
YGR197C	SNG1	Protein involved in resistance to nitrosoguanidine and 6-azauracil	0.823938610897539	6.3451013001581e-7	1.80980294615782e-6	0.834835149722596	6.71079135935439e-7	1.84248574739992e-6	0.723164518182904	5.37744276608935e-6	1.29102613648035e-5	SGD	S000003429	YGR197C	protein	taxon:559292	GO:0000324|GO:0003674|GO:0005886|GO:0015931|GO:0016020|GO:0016020|GO:0060237|GO:0061091|GO:0071944
YGR198W	YPP1	Cargo-transport protein involved in endocytosis	-0.0554894135871678	0.557214641451037	0.60540091103603	0.00487223479143128	0.958174799056378	0.967490494887841	0.050831469458486	0.587693401768663	0.63368116612455	SGD	S000003430	YGR198W	protein	taxon:559292	GO:0003674|GO:0005634|GO:0005737|GO:0005768|GO:0005829|GO:0005829|GO:0005886|GO:0005886|GO:0005886|GO:0005886|GO:0006623|GO:0006623|GO:0006897|GO:0006898|GO:0016020|GO:0030479|GO:0072659
YGR199W	PMT6	Protein O-mannosyltransferase	0.00831364110631836	0.931591475501771	0.942997406655526	0.0501683303367376	0.608479373040385	0.655732314989363	0.0278027993877669	0.778438727007938	0.809035999917952	SGD	S000003431	YGR199W|dolichyl-phosphate-mannose-protein mannosyltransferase PMT6	protein	taxon:559292	GO:0000030|GO:0004169|GO:0004169|GO:0004169|GO:0005783|GO:0005783|GO:0005789|GO:0006486|GO:0006493|GO:0006493|GO:0016020|GO:0016020|GO:0016740|GO:0016757|GO:0035269
YGR200C	ELP2	Subunit of Elongator complex	-1.7493466740318	5.28232563212696e-10	2.99297794021093e-9	-1.80907402157388	2.63669539215961e-10	1.53850914035556e-9	-1.7018704906209	8.36030543670219e-10	4.24524160150881e-9	SGD	S000003432	YGR200C|KTI3|TOT2|Elongator subunit ELP2	protein	taxon:559292	GO:0002098|GO:0002098|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0006357|GO:0008017|GO:0008033|GO:0015031|GO:0032447|GO:0033588|GO:0033588
YGR201C	YGR201C	Putative protein of unknown function	1.76989443206581	2.59647924243842e-12	3.29186461190357e-11	1.66790346725686	1.88601591100885e-11	1.66730623458162e-10	1.69600660247621	8.842124134272e-12	8.82708650819331e-11	SGD	S000003433	YGR201C	protein	taxon:559292	GO:0003674|GO:0005575|GO:0008150
YGR201C	YGR201C	NA	1.76989443206581	2.59647924243842e-12	3.29186461190357e-11	1.66790346725686	1.88601591100885e-11	1.66730623458162e-10	1.69600660247621	8.842124134272e-12	8.82708650819331e-11	SGD	S000003433	YGR201C	protein	taxon:559292	GO:0005634|GO:0005737|GO:0006414
YGR202C	PCT1	Cholinephosphate cytidylyltransferase	-0.105680920131757	0.116004512981873	0.146692479793966	-0.24737454845158	7.05412452000766e-4	0.00125326001611516	-0.0966963385022157	0.136824818022966	0.170377955408318	SGD	S000003434	YGR202C|CCT1|BSR2|choline-phosphate cytidylyltransferase	protein	taxon:559292	GO:0003824|GO:0004105|GO:0004105|GO:0004105|GO:0005634|GO:0005635|GO:0006629|GO:0006656|GO:0006656|GO:0006657|GO:0006657|GO:0008654|GO:0009058|GO:0016020|GO:0016020|GO:0016740|GO:0016779|GO:0042564
YGR203W	YCH1	Phosphatase with sequence similarity to Mih1p	0.131658027792183	0.285839981698454	0.333773760208857	-0.163453491975732	0.196642254442616	0.237117919798306	-0.150042134844285	0.233615410384865	0.276991581079342	SGD	S000003435	YGR203W|phosphatase YCH1	protein	taxon:559292	GO:0004721|GO:0004792|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0016311|GO:0016787|GO:0016791
YGR204W	ADE3	Cytoplasmic trifunctional enzyme	0.205937110162567	0.0378120049594408	0.0522004866208649	0.213664192086727	0.0318340569759286	0.0442495653442342	0.177920874886407	0.0691850144035281	0.0909758141910193	SGD	S000003436	YGR204W|trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase ADE3	protein	taxon:559292	GO:0000105|GO:0000166|GO:0003824|GO:0003824|GO:0004329|GO:0004329|GO:0004329|GO:0004477|GO:0004477|GO:0004486|GO:0004488|GO:0004488|GO:0004488|GO:0004488|GO:0004488|GO:0005524|GO:0005524|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0006164|GO:0006730|GO:0006760|GO:0008152|GO:0008652|GO:0009086|GO:0009113|GO:0016491|GO:0016787|GO:0016874|GO:0035999
YGR205W	TDA10	ATP-binding protein of unknown function	0.790824807568978	3.19897060140116e-6	8.15015513464619e-6	0.708765669868186	8.70409869070301e-6	2.02589450096854e-5	0.611466512181662	6.14598053255085e-5	1.26096469445556e-4	SGD	S000003437	YGR205W|putative ATP-dependent kinase	protein	taxon:559292	GO:0000166|GO:0005524|GO:0005524|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0008150|GO:0016301|GO:0016310|GO:0016740
YGR206W	MVB12	ESCRT-I subunit required to stabilize ESCRT-I core complex oligomers	0.582267147731862	0.00436182282606183	0.00699178044483422	0.220564569940275	0.213757785634978	0.255499532005156	0.194889826595002	0.263635936953073	0.308992557544726	SGD	S000003438	YGR206W|ubiquitin-binding ESCRT-I subunit protein MVB12	protein	taxon:559292	GO:0000813|GO:0000813|GO:0000813|GO:0000813|GO:0000813|GO:0005737|GO:0005737|GO:0005768|GO:0005768|GO:0005768|GO:0005768|GO:0005768|GO:0005829|GO:0005829|GO:0006623|GO:0006623|GO:0015031|GO:0016020|GO:0031333|GO:0031902|GO:0032509|GO:0032509|GO:0043130|GO:0043130|GO:1904669
YGR207C	CIR1	Mitochondrial protein that interacts with frataxin (Yfh1p)	0.730218822670726	1.70617130682929e-6	4.53999345924203e-6	0.595119093903624	1.45041260015691e-5	3.28342536171272e-5	0.687334268028073	2.00232468598293e-6	5.12141433844e-6	SGD	S000003439	YGR207C	protein	taxon:559292	GO:0003674|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005759|GO:0008150|GO:0009055|GO:0009055|GO:0022900
YGR208W	SER2	Phosphoserine phosphatase of the phosphoglycerate pathway	0.0752329031718376	0.269800055108595	0.316872013502891	-0.253869866483808	7.92816434471261e-4	0.00139419786409416	-0.163100469851343	0.0200557133388464	0.0287770807379682	SGD	S000003440	YGR208W|phosphoserine phosphatase	protein	taxon:559292	GO:0005634|GO:0005737|GO:0006564|GO:0006564|GO:0006564|GO:0008652|GO:0016787|GO:0036424|GO:0036424|GO:0036424|GO:0046872
YGR209C	TRX2	Cytoplasmic thioredoxin isoenzyme	0.967673573012214	3.57978670637505e-7	1.06342854081081e-6	0.778906485241303	7.95094665678527e-6	1.86315596308701e-5	0.894588998396878	1.07479599031785e-6	2.88479765119606e-6	SGD	S000003441	YGR209C|LMA1|thioredoxin TRX2	protein	taxon:559292	GO:0000011|GO:0000011|GO:0000103|GO:0000139|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005794|GO:0005829|GO:0006749|GO:0006888|GO:0006890|GO:0009263|GO:0015031|GO:0015035|GO:0015036|GO:0016020|GO:0042144|GO:0045454|GO:0080058|GO:0080058|GO:0080058
YGR210C	YGR210C	Putative protein of unknown function	-0.680285568054028	2.01136141709814e-5	4.51498719631591e-5	-0.442776556099521	0.00178284396961419	0.00297986734101232	-0.383858480410535	0.00539537902382811	0.00844331508127726	SGD	S000003442	YGR210C	protein	taxon:559292	GO:0000166|GO:0003674|GO:0005525|GO:0005525|GO:0005525|GO:0005737|GO:0008150
YGR210C	YGR210C	NA	-0.680285568054028	2.01136141709814e-5	4.51498719631591e-5	-0.442776556099521	0.00178284396961419	0.00297986734101232	-0.383858480410535	0.00539537902382811	0.00844331508127726	SGD	S000003442	YGR210C	protein	taxon:559292	GO:0005737|GO:0016887
YGR211W	ZPR1	Chaperone with two zinc fingers essential for eEF1A biogenesis	-0.271740314669888	0.194521950136067	0.235528846389998	-0.285497338180506	0.172185537405999	0.210043454815714	-0.175282848593433	0.394939855776186	0.44531251506074	SGD	S000003443	YGR211W|zinc finger-containing protein ZPR1	protein	taxon:559292	GO:0000086|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005737|GO:0005737|GO:0005737|GO:0008270|GO:0008270|GO:0046872|GO:0061770
YGR212W	SLI1	N-acetyltransferase	0.133747300150066	0.308998541851603	0.357544143636686	-0.0210151059256535	0.863671809476839	0.884779715770785	0.268062421987447	0.0399329887211931	0.0545852748011673	SGD	S000003444	YGR212W|N-acetyltransferase	protein	taxon:559292	GO:0005635|GO:0005783|GO:0005783|GO:0005886|GO:0008080|GO:0008080|GO:0009410|GO:0016740|GO:0016746
YGR213C	RTA1	Protein involved in 7-aminocholesterol resistance	2.70090705393699	9.19037615020661e-7	2.54950415887112e-6	1.8186797323322	8.15376987708559e-5	1.65157450581409e-4	2.47615439134571	3.71773446452991e-6	9.17322459301831e-6	SGD	S000003445	YGR213C	protein	taxon:559292	GO:0003674|GO:0005783|GO:0005886|GO:0008150|GO:0016020|GO:0016020|GO:0016020
YGR214W	RPS0A	Ribosomal 40S subunit protein S0A	-3.64048552771297	6.08563809864519e-11	4.76938526556038e-10	-3.64791061929675	6.09141901479272e-11	4.42532544762788e-10	-3.56058886528572	8.70027543785836e-11	6.11624153535671e-10	SGD	S000003446	YGR214W|NAB1|NAB1A|YST1|S0A|S2|uS2|ribosomal 40S subunit protein S0A	protein	taxon:559292	GO:0000028|GO:0000028|GO:0000447|GO:0000461|GO:0002181|GO:0002181|GO:0003735|GO:0003735|GO:0003735|GO:0003735|GO:0003735|GO:0003735|GO:0005737|GO:0005737|GO:0005840|GO:0005840|GO:0005840|GO:0006364|GO:0006407|GO:0006412|GO:0006412|GO:0006412|GO:0006412|GO:0006412|GO:0010494|GO:0015935|GO:0015935|GO:0022627|GO:0022627|GO:0030686|GO:0042254|GO:1990904
YGR215W	RSM27	Mitochondrial ribosomal protein of the small subunit	-0.155920618315091	0.16164644102675	0.198881703799418	0.139944009597375	0.189414546132156	0.229014085642792	0.126545879035822	0.235556152142996	0.279167093292829	SGD	S000003447	YGR215W|mS33|mitochondrial 37S ribosomal protein RSM27	protein	taxon:559292	GO:0003735|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005763|GO:0005840|GO:0032543|GO:1990904
YGR216C	GPI1	Membrane protein involved in the synthesis of GlcNAc-PI	-0.589603892310758	0.0115376611435228	0.0173568261741217	-0.433809991840531	0.0564508668384601	0.0753277081931714	-0.447488832451894	0.054131726633572	0.0722988021249301	SGD	S000003448	YGR216C|phosphatidylinositol N-acetylglucosaminyltransferase	protein	taxon:559292	GO:0000506|GO:0000506|GO:0005783|GO:0006506|GO:0006506|GO:0006506|GO:0006506|GO:0006506|GO:0016020|GO:0016020|GO:0016020|GO:0016020|GO:0016740|GO:0016757|GO:0017176|GO:0017176
YGR217W	CCH1	Voltage-gated high-affinity calcium channel	-0.492000766983005	1.52202935387048e-6	4.07959466083092e-6	-0.491811887650474	1.46464646493199e-6	3.82790505305022e-6	-0.469084793423352	4.01459274497945e-6	9.84774735187187e-6	SGD	S000003449	YGR217W	protein	taxon:559292	GO:0005216|GO:0005244|GO:0005245|GO:0005262|GO:0005262|GO:0005262|GO:0005509|GO:0005886|GO:0005886|GO:0005886|GO:0006811|GO:0006811|GO:0006816|GO:0006816|GO:0006816|GO:0016020|GO:0016020|GO:0016020|GO:0034765|GO:0055085|GO:0070588|GO:0110165
YGR218W	CRM1	Nuclear export factor, exportin	0.1251264030447	0.0784558424383396	0.102023880175688	0.131782771449152	0.0645981082404846	0.0854033548134335	0.15531320143320199	0.0321917938618879	0.0448036886523542	SGD	S000003450	YGR218W|KAP124|XPO1|exportin CRM1	protein	taxon:559292	GO:0000055|GO:0000776|GO:0005049|GO:0005049|GO:0005634|GO:0005634|GO:0005634|GO:0005634|GO:0005737|GO:0005816|GO:0006406|GO:0006409|GO:0006611|GO:0006611|GO:0006611|GO:0006886|GO:0006886|GO:0015031|GO:0017070|GO:0030619|GO:0030620|GO:0030621|GO:0030623|GO:0031267|GO:0034501|GO:0048471|GO:0051168|GO:0051170|GO:0061608|GO:0061608|GO:0071528
YGR220C	MRPL9	Mitochondrial ribosomal protein of the large subunit	0.390495179310146	1.7726316956397e-5	4.01750890092859e-5	0.21358862087631	0.0053729648168701	0.00842620985173056	0.246725718188894	0.0016681343867162	0.00280410906358079	SGD	S000003452	YGR220C|uL3m|YmL9|mitochondrial 54S ribosomal protein YmL9	protein	taxon:559292	GO:0003735|GO:0003735|GO:0003735|GO:0005739|GO:0005739|GO:0005739|GO:0005739|GO:0005762|GO:0005840|GO:0005840|GO:0005840|GO:0006412|GO:0006412|GO:0032543|GO:1990904
YGR221C	TOS2	Protein involved in localization of Cdc24p to the site of bud growth	-1.90635488598583	5.3101580454904e-14	1.47728093493027e-12	-1.74874116096122	1.65609353496249e-13	3.2296574917707e-12	-1.68279266931449	4.18738907308442e-13	7.2721816150904e-12	SGD	S000003453	YGR221C	protein	taxon:559292	GO:0000131|GO:0003674|GO:0005886|GO:0005886|GO:0005933|GO:0005934|GO:0005934|GO:0005935|GO:0005935|GO:0016020|GO:0032507|GO:0033101|GO:1902413
YGR222W	PET54	Mitochondrial inner membrane protein	-0.0292030588119947	0.761464160152529	0.792938552438415	0.304756744401675	0.00309347428654457	0.00499964043557726	0.424608062320594	1.59389554473504e-4	3.08988337106826e-4	SGD	S000003454	YGR222W	protein	taxon:559292	GO:0000372|GO:0000372|GO:0003676|GO:0003676|GO:0003723|GO:0005739|GO:0005739|GO:0005743|GO:0005743|GO:0005743|GO:0005759|GO:0006397|GO:0006417|GO:0016020|GO:0045182|GO:0048027|GO:0070131|GO:0090615|GO:0097157
YGR223C	HSV2	Phosphatidylinositol 3,5-bisphosphate-binding protein	0.554730572711745	1.16392243302136e-4	2.31679372052743e-4	0.56429695632221	6.41988019176441e-5	1.31488823187917e-4	0.698564610508276	4.42349780544923e-6	1.07742456921108e-5	SGD	S000003455	YGR223C	protein	taxon:559292	GO:0000324|GO:0000329|GO:0005737|GO:0005768|GO:0005768|GO:0010008|GO:0010314|GO:0016020|GO:0032266|GO:0032266|GO:0032266|GO:0032266|GO:0032266|GO:0034727|GO:0070273|GO:0080025|GO:0080025|GO:0080025|GO:0080025|GO:0080025
YGR225W	AMA1	Activator of meiotic anaphase promoting complex (APC/C)	2.0628014983065	7.83193390932114e-11	5.94740647447802e-10	1.79950249881983	1.43504994351101e-10	9.17364969154121e-10	2.04113992858966	2.13226874388201e-11	1.85979458047361e-10	SGD	S000003457	YGR225W|SPO70	protein	taxon:559292	GO:0005680|GO:0007049|GO:0007127|GO:0007130|GO:0010997|GO:0030437|GO:0030476|GO:0031398|GO:0031398|GO:0044778|GO:0045132|GO:0045732|GO:0051301|GO:0051321|GO:0097027|GO:1903024|GO:1904668|GO:1905786|GO:1990757|GO:1990757
